,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
3684,BFC,Income Before Tax Profit Margin,0.4694,0.4943,0.5133,0.4682,0.4601,0.4416,0.4835,0.5528,0.504,0.5309,
3685,BFC,Effective Tax Rate,0.3315,0.3352,0.3407,0.3656,0.2058,0.2215,0.2372,0.2422,0.2418,0.2458,
3686,BFC,Return on Assets,,0.0114,0.0117,0.01,0.0144,0.0133,0.0154,0.0161,0.0137,0.0189,
3687,BFC,Return on Equity,,0.1175,0.121,0.1059,0.1515,0.132,0.1449,0.1472,0.1166,0.1389,
3688,BFC,Return on Invested Capital,,0.1456,0.1253,0.1077,0.1632,0.1328,0.1393,0.1584,0.1283,0.1409,
3689,BFC,Return on Capital Employed,0.0214,0.0204,0.0905,0.0182,0.0357,0.0758,0.0926,0.1478,0.0358,0.0433,
3690,BFC,Return on Tangible Assets,,0.006,0.0061,0.0052,0.0075,0.0094,0.015,0.0158,0.0092,0.0101,
3691,BFC,Income Quality Ratio,1.3024,0.9418,0.9666,1.3027,0.9056,0.8484,1.1555,0.8864,0.8849,0.784,
3692,BFC,Net Income per EBT,0.6685,0.6648,0.6593,0.6344,0.7942,0.7785,0.7628,0.7578,0.7582,0.7542,
3693,BFC,Free Cash Flow to Operating Cash Flow Ratio,0.821,0.7562,0.9083,0.8584,0.6561,0.6791,0.8096,0.7836,0.8282,0.7678,
3694,BFC,EBT to EBIT Ratio,0.7979,0.7992,0.7922,0.7574,0.6835,0.6375,0.7825,0.8784,0.8273,0.9535,
3695,BFC,EBIT to Revenue,0.5883,0.6186,0.6479,0.6182,0.6731,0.6927,0.6179,0.6294,0.6092,0.5568,
3696,BFH,Gross Margin,0.3172,0.3344,0.3208,0.3522,0.4566,0.3895,0.4079,0.5131,1.0,1.0,
3697,BFH,Operating Margin,0.2071,0.1954,0.1773,0.2132,0.3101,0.1581,0.0873,0.3191,0.2072,0.1716,
3698,BFH,Net Profit Margin,0.0955,0.0923,0.0723,0.1022,0.17,0.1026,0.0652,0.2448,0.0576,0.1672,
3699,BFH,Interest Coverage Ratio,10.7013,9.7526,8.1467,7.5808,12.5364,8.2323,4.6129,2.9661,1.8191,0.9704,
3700,BFH,Income Before Tax Profit Margin,0.158,0.1442,0.1173,0.14,0.2144,0.1323,0.0873,0.3191,0.0775,0.2254,
3701,BFH,Effective Tax Rate,0.3841,0.3502,0.3816,0.2705,0.2218,0.2245,0.2522,0.2366,0.2533,0.2386,
3702,BFH,Return on Assets,,0.0278,0.0215,0.0281,0.0315,0.0201,0.012,0.0362,0.0095,0.0296,
3703,BFH,Return on Equity,,0.2471,0.2689,0.449,0.46,0.2897,0.1877,0.4441,0.1025,0.2771,
3704,BFH,Return on Invested Capital,,0.0461,0.0391,0.0584,0.0671,0.0504,0.0318,0.0843,0.0265,0.081,
3705,BFH,Return on Capital Employed,0.0688,0.0686,0.0647,0.0664,0.0735,0.034,0.0233,0.1434,0.0321,0.0805,
3706,BFH,Return on Tangible Assets,,0.0143,0.0109,0.0143,0.0162,0.0104,0.0062,0.0188,0.0049,0.0156,
3707,BFH,Income Quality Ratio,2.6045,2.6973,4.0348,3.3087,2.8605,3.9167,8.81,1.9263,8.287,2.7674,
3708,BFH,Net Income per EBT,0.6114,0.6464,0.6176,0.7295,0.7814,0.7755,0.7478,0.7643,0.7458,0.7566,
3709,BFH,Free Cash Flow to Operating Cash Flow Ratio,0.8819,0.8822,0.9009,0.9136,0.9275,0.8831,0.9713,0.9456,0.9632,0.9758,
3710,BFH,EBT to EBIT Ratio,0.8626,0.8367,0.7929,0.7927,0.8874,0.8503,0.7843,0.7324,0.3728,0.5191,
3711,BFH,EBIT to Revenue,0.181,0.1706,0.1476,0.1767,0.2451,0.1556,0.1112,0.4373,0.2072,0.4256,
3712,BFS,Gross Margin,0.7642,0.7598,0.7595,0.7594,0.7561,0.7498,0.7406,0.7424,0.7376,0.5516,
3713,BFS,Operating Margin,0.2508,0.2532,0.2567,0.2666,0.2745,0.2773,0.4224,0.4476,0.266,0.4585,
3714,BFS,Net Profit Margin,0.2267,0.2031,0.2086,0.2123,0.2218,0.2234,-0.0209,0.0124,0.3829,0.161,
3715,BFS,Interest Coverage Ratio,2.0832,2.13,4.7259,4.7652,4.0661,4.5637,5.0786,5.2535,4.579,3.7372,
3716,BFS,Income Before Tax Profit Margin,0.28,0.2532,0.2613,0.2669,0.2767,0.2773,0.2234,0.2577,0.266,0.2678,
3717,BFS,Effective Tax Rate,-0.5995,-0.6157,-0.5981,-0.5498,-0.537,0.1242,1.0935,0.9519,-0.4395,0.2367,
3718,BFS,Return on Assets,,0.033,0.0342,0.0349,0.0343,0.0329,-0.0029,0.0017,0.0526,0.0217,
3719,BFS,Return on Equity,,0.1226,0.1246,0.1259,0.1236,0.1191,-0.0108,0.0062,0.1789,0.0809,
3720,BFS,Return on Invested Capital,,0.0746,0.0776,0.0802,0.0781,0.0756,0.0359,0.04,0.0941,0.0601,
3721,BFS,Return on Capital Employed,0.048,0.0446,0.0454,0.0471,0.0432,0.0687,0.0637,0.0671,0.0681,0.0773,
3722,BFS,Return on Tangible Assets,,0.0191,0.0198,0.0202,0.0199,0.0191,-0.0017,0.001,0.0308,0.0125,
3723,BFS,Income Quality Ratio,1.4929,1.6795,1.5707,1.7052,1.7498,1.7974,1.5578,1.9202,1.8527,2.2344,
3724,BFS,Net Income per EBT,3.8547,4.3001,3.9872,3.2379,3.0286,0.8664,-0.0935,0.0481,1.4395,0.7175,
3725,BFS,Free Cash Flow to Operating Cash Flow Ratio,1.0,1.0,1.0,1.0,1.0,1.0,1.7166,1.0,1.1569,1.0,
3726,BFS,EBT to EBIT Ratio,0.2141,0.1794,0.1991,0.2399,0.2704,0.588,0.5274,0.5758,0.5981,0.4561,
3727,BFS,EBIT to Revenue,0.2747,0.2633,0.2628,0.2734,0.2709,0.4385,0.4236,0.4476,0.4447,0.492,
3728,BFST,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0033,
3729,BFST,Operating Margin,0.2198,0.1097,0.2918,0.3237,0.4476,0.3284,0.2465,0.346,0.4531,0.2355,
3730,BFST,Net Profit Margin,0.1643,0.1097,0.1188,0.097,0.2013,0.2615,0.201,0.2795,0.2384,0.1842,
3731,BFST,Interest Coverage Ratio,,1.1838,2.4248,2.4398,2.3676,1.3901,1.8597,4.2497,3.0092,3.1189,
3732,BFST,Income Before Tax Profit Margin,0.2198,0.1506,0.1563,0.1791,0.2481,0.3284,0.2465,0.346,0.3015,0.2349,
3733,BFST,Effective Tax Rate,0.2527,0.2713,0.2399,0.4584,0.1888,0.2037,0.1845,0.1924,0.209,0.2157,
3734,BFST,Return on Assets,,0.0047,0.0047,0.004,0.0082,0.0109,0.0093,0.0117,0.0101,0.0113,
3735,BFST,Return on Equity,,0.0428,0.0452,0.033,0.0641,0.0872,0.0863,0.1236,0.107,0.116,
3736,BFST,Return on Invested Capital,,0.0323,0.0381,0.0314,0.058,0.0776,0.0836,0.1124,0.0778,0.074,
3737,BFST,Return on Capital Employed,0.0079,0.0094,0.0114,0.0123,0.015,0.0234,0.0142,0.0172,0.0176,0.0809,
3738,BFST,Return on Tangible Assets,,0.0025,0.0025,0.0021,0.0044,0.0058,0.0049,0.0062,0.0053,0.0059,
3739,BFST,Income Quality Ratio,1.7089,0.8296,1.5946,1.6436,1.368,1.0272,0.9782,1.0826,1.2824,1.301,
3740,BFST,Net Income per EBT,0.7473,0.7287,0.7601,0.5416,0.8112,0.7963,0.8155,0.8076,0.791,0.7843,
3741,BFST,Free Cash Flow to Operating Cash Flow Ratio,0.9684,0.7169,0.8294,0.9366,0.9523,0.8379,0.8988,0.9296,0.8882,0.8494,
3742,BFST,EBT to EBIT Ratio,1.0,0.5572,0.5358,0.5532,0.5543,0.562,0.6246,0.7959,0.6525,0.7433,
3743,BFST,EBIT to Revenue,0.2198,0.2702,0.2918,0.3237,0.4476,0.5844,0.3947,0.4348,0.462,0.316,
3744,BGC,Gross Margin,0.0658,0.0979,0.1055,0.111,0.9154,0.4245,0.4096,0.3251,0.478,0.4511,
3745,BGC,Operating Margin,-0.0056,0.0054,-0.0005,0.0104,0.0827,0.0472,0.034,-0.0739,0.0453,0.0682,
3746,BGC,Net Profit Margin,-0.1037,-0.0295,-0.0245,-0.0143,0.1089,0.0404,0.0219,0.0615,0.0271,0.0183,
3747,BGC,Interest Coverage Ratio,-3.4136,-0.453,30.0198,22.0344,46.0417,35.0402,25.8127,28.1167,29.9375,26.3733,
3748,BGC,Income Before Tax Profit Margin,-0.1024,-0.033,-0.0254,-0.0101,0.0991,0.0656,0.0379,0.0876,0.0543,0.0291,
3749,BGC,Effective Tax Rate,-0.0136,0.1055,0.0377,-0.4062,0.4233,0.385,0.2734,0.1304,0.3959,0.3281,
3750,BGC,Return on Assets,,-0.0427,-0.0401,-0.0244,0.0697,0.0232,0.0115,0.034,0.0152,0.0116,
3751,BGC,Return on Equity,,-0.3069,-0.4391,-0.3638,0.397,0.1056,0.058,0.1685,0.0698,0.0445,
3752,BGC,Return on Invested Capital,,0.0042,0.0624,0.1251,0.3011,0.1568,0.0523,0.0723,0.0363,0.0267,
3753,BGC,Return on Capital Employed,-0.2599,-0.0294,-0.0064,0.0276,0.1657,0.0921,0.0604,0.111,0.0735,0.0533,
3754,BGC,Return on Tangible Assets,,-0.0227,-0.0209,-0.0126,0.037,0.0124,0.0061,0.0182,0.0082,0.0064,
3755,BGC,Income Quality Ratio,-0.2072,-1.6014,-1.6535,0.713,-7.865,2.8144,5.3755,2.718,3.8113,10.4501,
3756,BGC,Net Income per EBT,1.0136,0.8945,0.9623,1.4062,0.7218,0.615,0.679,0.8435,0.558,0.657,
3757,BGC,Free Cash Flow to Operating Cash Flow Ratio,0.3273,0.7159,0.456,3.1897,1.0912,0.6005,0.7212,0.8723,0.7381,0.8522,
3758,BGC,EBT to EBIT Ratio,1.2346,3.1233,11.407,-0.9774,0.8677,0.7004,0.4642,0.6796,0.6011,0.4168,
3759,BGC,EBIT to Revenue,-0.0829,-0.0106,-0.0022,0.0104,0.1739,0.0937,0.0695,0.1073,0.0809,0.0669,
3760,BGS,Gross Margin,0.2922,0.2996,0.322,0.2771,0.2055,0.2307,0.2448,0.2125,0.1894,0.2089,
3761,BGS,Operating Margin,0.1369,0.1784,0.1826,0.1435,0.2,0.1228,0.1405,0.0954,0.0949,0.1187,
3762,BGS,Net Profit Margin,0.0483,0.0715,0.0787,0.1304,0.1014,0.046,0.0671,0.0328,-0.0053,-0.0321,
3763,BGS,Interest Coverage Ratio,2.7653,3.5913,3.9119,3.1441,3.635,2.6758,3.3467,2.6099,2.2885,2.0651,
3764,BGS,Income Before Tax Profit Margin,0.0752,0.1255,0.1273,0.0888,0.1307,0.0637,0.0901,0.0455,-0.0087,-0.0326,
3765,BGS,Effective Tax Rate,0.3578,0.4301,0.382,-0.4687,0.2242,0.2772,0.2558,0.2807,0.3986,0.0139,
3766,BGS,Return on Assets,,0.0327,0.039,0.0659,0.0521,0.0243,0.0377,0.0177,-0.003,-0.0181,
3767,BGS,Return on Equity,,0.1737,0.176,0.261,0.1937,0.0892,0.1605,0.0769,-0.0127,-0.0777,
3768,BGS,Return on Invested Capital,,0.0813,0.0889,0.1216,0.1054,0.0759,0.0855,0.0589,0.0371,-0.0032,
3769,BGS,Return on Capital Employed,0.0709,0.0707,0.0886,0.0714,0.1182,0.0677,0.0792,0.056,0.0297,0.0266,
3770,BGS,Return on Tangible Assets,,0.0138,0.0168,0.0291,0.0233,0.0109,0.0166,0.0078,-0.0013,-0.0081,
3771,BGS,Income Quality Ratio,2.4203,1.8596,2.6471,0.1738,1.2147,0.6088,2.1326,1.3936,-0.5245,-3.7427,
3772,BGS,Net Income per EBT,0.6422,0.5699,0.618,1.4687,0.7758,0.7228,0.7442,0.7193,0.6014,0.9861,
3773,BGS,Free Cash Flow to Operating Cash Flow Ratio,0.8081,0.8554,0.8536,-0.5821,0.8013,0.0892,0.905,0.5358,-2.7374,0.8963,
3774,BGS,EBT to EBIT Ratio,0.578,0.7034,0.704,0.6173,0.6723,0.5186,0.6357,0.467,-0.1784,-0.789,
3775,BGS,EBIT to Revenue,0.1301,0.1784,0.1808,0.1438,0.1944,0.1228,0.1418,0.0975,0.049,0.0413,
3776,BH,Gross Margin,0.2038,0.2127,0.2139,0.1816,0.1833,0.2021,0.3158,0.39,0.4149,0.3186,
3777,BH,Operating Margin,0.0153,0.027,0.0372,0.0003,0.0452,0.125,-0.0338,0.1302,-0.0821,0.1078,
3778,BH,Net Profit Margin,0.1218,-0.0184,0.117,0.0596,0.0239,0.0678,-0.0876,0.0969,-0.0877,0.1504,
3779,BH,Interest Coverage Ratio,inf,2.2498,2.6061,1.0792,2.8142,5.5861,1.1302,10.8535,1.0558,13.521,
3780,BH,Income Before Tax Profit Margin,0.1885,-0.0435,0.1721,-0.0153,0.0207,0.0824,-0.1158,0.1155,-0.1168,0.1775,
3781,BH,Effective Tax Rate,0.354,0.5767,0.3201,4.8845,-0.1574,0.177,0.2433,0.1606,0.2492,0.1435,
3782,BH,Return on Assets,,-0.0145,0.0947,0.0464,0.0185,0.0418,-0.0352,0.0371,-0.0375,0.0651,
3783,BH,Return on Equity,,-0.0291,0.2023,0.0908,0.034,0.0765,-0.0643,0.0616,-0.0565,0.0952,
3784,BH,Return on Invested Capital,,-0.0184,0.1259,0.0605,0.0235,0.0513,-0.0423,0.0456,-0.0467,0.0799,
3785,BH,Return on Capital Employed,0.147,-0.0181,0.1711,0.0078,0.0404,0.0754,-0.0475,0.0658,-0.0535,0.0937,
3786,BH,Return on Tangible Assets,,-0.0096,0.0609,0.0306,0.0125,0.0283,-0.0239,0.0261,-0.0275,0.0485,
3787,BH,Income Quality Ratio,0.9573,-3.3136,0.637,0.5149,1.0663,2.0644,-3.0945,6.4481,-3.9568,1.3286,
3788,BH,Net Income per EBT,0.646,0.4233,0.6799,-3.8845,1.1574,0.823,0.7567,0.8394,0.7508,0.8551,
3789,BH,Free Cash Flow to Operating Cash Flow Ratio,-0.2987,0.7889,0.8101,0.6884,0.1394,0.8113,0.8239,0.7178,0.7673,0.6794,
3790,BH,EBT to EBIT Ratio,1.0,2.3292,0.8748,-1.7824,0.4573,0.7313,1.4482,0.8551,1.1587,0.9173,
3791,BH,EBIT to Revenue,0.1885,-0.0187,0.1967,0.0086,0.0452,0.1127,-0.0799,0.135,-0.1008,0.1918,
3792,BHB,Gross Margin,0.9917,0.9916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
3793,BHB,Operating Margin,0.5901,0.5855,0.5753,0.5941,0.6486,0.2257,0.293,0.3528,0.4828,-0.0199,
3794,BHB,Net Profit Margin,0.2834,0.2816,0.2609,0.22,0.2772,0.1903,0.2339,0.2851,0.2923,0.2136,
3795,BHB,Interest Coverage Ratio,3.2461,3.2062,2.8535,3.1173,2.2314,0.6982,1.7622,3.5562,6.003,0.051,
3796,BHB,Income Before Tax Profit Margin,0.398,0.3925,0.3636,0.3608,0.3408,0.2257,0.293,0.3528,0.3681,0.272,
3797,BHB,Effective Tax Rate,0.2881,0.2825,0.2824,0.3902,0.1867,0.1569,0.2018,0.1918,0.2058,0.2147,
3798,BHB,Return on Assets,,0.01,0.009,0.0098,0.0092,0.0062,0.009,0.0106,0.0114,0.0114,
3799,BHB,Return on Equity,,0.1009,0.0961,0.1017,0.0908,0.059,0.0823,0.0941,0.1065,0.1087,
3800,BHB,Return on Invested Capital,,0.0359,0.0331,0.0399,0.0396,0.0356,0.0557,0.0791,0.0684,0.065,
3801,BHB,Return on Capital Employed,0.2012,0.198,0.2035,0.1673,0.1864,0.0521,0.0189,0.0177,0.0189,0.0662,
3802,BHB,Return on Tangible Assets,,0.0052,0.0047,0.0051,0.0048,0.0041,0.0059,0.0056,0.006,0.006,
3803,BHB,Income Quality Ratio,1.0628,1.3417,1.1244,1.544,1.1453,1.6093,1.1483,1.5389,1.3224,1.1057,
3804,BHB,Net Income per EBT,0.7119,0.7175,0.7176,0.6098,0.8133,0.8431,0.7982,0.8082,0.7942,0.7853,
3805,BHB,Free Cash Flow to Operating Cash Flow Ratio,0.8711,0.9082,0.7441,0.9213,0.8729,0.7477,0.8225,0.9716,0.9563,0.8766,
3806,BHB,EBT to EBIT Ratio,0.6745,0.6703,0.6321,0.6406,0.5255,0.3705,0.6074,0.7615,0.8102,0.7576,
3807,BHB,EBIT to Revenue,0.5901,0.5855,0.5753,0.5632,0.6486,0.6091,0.4825,0.4633,0.4543,0.359,
3808,BHE,Gross Margin,0.0786,0.086,0.0924,0.0923,0.086,0.0884,0.0853,0.0913,0.0884,0.0923,
3809,BHE,Operating Margin,0.0358,0.0366,0.0327,0.0319,0.0228,0.0241,0.0216,0.0235,0.0312,0.0405,
3810,BHE,Net Profit Margin,0.0295,0.0375,0.0277,-0.013,0.0089,0.0103,0.0068,0.0159,0.0236,0.0227,
3811,BHE,Interest Coverage Ratio,77.5624,47.6105,13.9747,13.4411,10.2798,15.4083,11.0722,11.3996,10.3851,5.0157,
3812,BHE,Income Before Tax Profit Margin,0.0357,0.0354,0.0295,0.0295,0.0216,0.012,0.0084,0.0201,0.0292,0.0286,
3813,BHE,Effective Tax Rate,0.1743,-0.0596,0.0607,1.4392,0.5892,0.141,0.1872,0.2122,0.191,0.2081,
3814,BHE,Return on Assets,,0.0534,0.0329,-0.0156,0.0114,0.0128,0.008,0.0196,0.033,0.0286,
3815,BHE,Return on Equity,,0.073,0.0477,-0.0237,0.0185,0.0218,0.014,0.0364,0.0682,0.0611,
3816,BHE,Return on Invested Capital,,0.0668,0.0407,-0.0204,0.031,0.0371,0.0305,0.0493,0.0694,0.0588,
3817,BHE,Return on Capital Employed,0.0771,0.0596,0.0489,0.0508,0.0484,0.0261,0.0203,0.0431,0.0658,0.0724,
3818,BHE,Return on Tangible Assets,,0.0409,0.0242,-0.0112,0.008,0.0088,0.0055,0.0131,0.0214,0.0184,
3819,BHE,Income Quality Ratio,1.6577,1.5388,4.255,-4.5626,3.361,3.9759,8.5691,-0.0733,-2.601,2.71,
3820,BHE,Net Income per EBT,0.8257,1.0596,0.9393,-0.4392,0.4108,0.859,0.8128,0.7878,0.809,0.7919,
3821,BHE,Free Cash Flow to Operating Cash Flow Ratio,0.6679,0.7407,0.8814,0.6263,0.1298,0.6229,0.6719,17.0858,1.2636,0.554,
3822,BHE,EBT to EBIT Ratio,0.9814,0.9678,0.8799,0.8856,0.8414,0.8036,0.674,0.8428,0.8674,0.7182,
3823,BHE,EBIT to Revenue,0.0364,0.0366,0.0335,0.0333,0.0257,0.015,0.0125,0.0239,0.0337,0.0398,
3824,BHLB,Gross Margin,1.0,1.0,0.4562,0.4598,0.4703,1.0,1.0,0.3519,0.4153,0.5904,
3825,BHLB,Operating Margin,0.3628,0.3594,0.3897,0.2889,0.5231,0.2677,-1.4479,0.3906,0.3784,0.5134,
3826,BHLB,Net Profit Margin,0.149,0.1847,0.1975,0.1315,0.2256,0.2176,-1.3439,0.3111,0.2238,0.1125,
3827,BHLB,Interest Coverage Ratio,3.0673,3.0114,2.638,2.059,2.3306,0.9471,-5.7502,4.3604,4.0128,6.844,
3828,BHLB,Income Before Tax Profit Margin,0.2009,0.2036,0.2608,0.2374,0.2846,0.2768,-1.3959,0.3906,0.2752,0.1266,
3829,BHLB,Effective Tax Rate,0.2585,0.0928,0.2425,0.4461,0.2072,0.1812,0.0372,0.2037,0.187,0.1114,
3830,BHLB,Return on Assets,,0.0069,0.0069,0.0053,0.0089,0.0077,-0.0394,0.0097,0.008,0.0058,
3831,BHLB,Return on Equity,,0.062,0.0592,0.0427,0.0694,0.0589,-0.3483,0.1001,0.0866,0.0708,
3832,BHLB,Return on Invested Capital,,0.0365,0.0367,0.0351,0.0514,0.0504,-0.2194,0.0938,0.0987,0.0762,
3833,BHLB,Return on Capital Employed,0.0132,0.013,0.0155,0.0152,0.0221,0.0202,-0.0344,0.0162,0.0134,0.0438,
3834,BHLB,Return on Tangible Assets,,0.0037,0.0037,0.0028,0.0047,0.0041,-0.0208,0.0051,0.0042,0.003,
3835,BHLB,Income Quality Ratio,1.6543,1.7426,1.6728,1.4135,2.1014,1.0985,-0.4436,0.8889,1.3318,2.2283,
3836,BHLB,Net Income per EBT,0.7415,0.9072,0.7575,0.5539,0.7928,0.8127,0.9628,0.7963,0.813,0.8886,
3837,BHLB,Free Cash Flow to Operating Cash Flow Ratio,0.8486,0.9149,0.9073,0.8396,0.9562,0.9053,0.9683,0.9848,0.9879,0.9883,
3838,BHLB,EBT to EBIT Ratio,0.6161,0.6219,0.6165,0.6038,0.544,0.4539,1.2114,0.7972,0.7274,0.6184,
3839,BHLB,EBIT to Revenue,0.3261,0.3273,0.4229,0.3932,0.5231,0.5898,-1.1524,0.49,0.3784,0.2048,
3840,BHRB,Gross Margin,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
3841,BHRB,Operating Margin,,,0.8074,0.8174,0.8185,0.1556,0.2614,0.3552,0.433,0.8424,
3842,BHRB,Net Profit Margin,,,0.2399,0.2265,0.2647,0.158,0.2435,0.3176,0.3644,0.1377,
3843,BHRB,Interest Coverage Ratio,,,87.4383,21.792,15.515,0.9211,2.7813,10.3502,6.2136,2.6674,
3844,BHRB,Income Before Tax Profit Margin,,,0.2703,0.2781,0.2815,0.1556,0.2614,0.3552,0.433,0.152,
3845,BHRB,Effective Tax Rate,,,0.1126,0.1854,0.0596,-0.0152,0.0682,0.1058,0.1584,0.0945,
3846,BHRB,Return on Assets,,,,0.0092,0.0113,0.0058,0.0084,0.0103,0.0123,0.0063,
3847,BHRB,Return on Equity,,,,0.0827,0.0997,0.0486,0.0718,0.0934,0.1328,0.0772,
3848,BHRB,Return on Invested Capital,,,,,,0.0584,0.0797,0.0801,0.0933,0.0634,
3849,BHRB,Return on Capital Employed,,,0.0167,0.0157,0.0182,0.0135,0.012,0.0124,0.0173,0.0327,
3850,BHRB,Return on Tangible Assets,,,,0.0049,0.006,0.0031,0.0045,0.0054,0.0064,0.0033,
3851,BHRB,Income Quality Ratio,,,,,,1.5128,0.8745,1.5153,1.3872,2.0714,
3852,BHRB,Net Income per EBT,,,0.8874,0.8146,0.9404,1.0152,0.9318,0.8942,0.8416,0.9055,
3853,BHRB,Free Cash Flow to Operating Cash Flow Ratio,,,,,,0.931,0.8836,0.9802,0.6221,0.6969,
3854,BHRB,EBT to EBIT Ratio,,,0.967,0.8811,0.842,0.438,0.716,0.9056,0.854,0.3205,
3855,BHRB,EBIT to Revenue,,,0.2795,0.3156,0.3344,0.3553,0.3651,0.3922,0.507,0.4744,
3856,BHVN,Gross Margin,,,,,,,-inf,0.8018,-inf,-inf,
3857,BHVN,Operating Margin,,,,,,-inf,-inf,-0.4733,-inf,-inf,
3858,BHVN,Net Profit Margin,,,,,,-inf,-inf,-0.4623,-inf,-inf,
3859,BHVN,Interest Coverage Ratio,,,,inf,,37.68,-inf,5.2347,408.7633,-inf,
3860,BHVN,Income Before Tax Profit Margin,,,,,,-inf,-inf,-0.4593,-inf,-inf,
3861,BHVN,Effective Tax Rate,,,,,,-0.0008,0.0011,-0.0064,-0.0008,-0.0034,
3862,BHVN,Return on Assets,,,,,,-1.6674,-0.5207,-1.6864,-1.4189,-0.6948,
3863,BHVN,Return on Equity,,,,,,-7.3703,-3.4219,-2.4937,-1.8005,-0.8444,
3864,BHVN,Return on Invested Capital,,,,,,-4.052,-0.7046,-0.4012,-0.8836,-0.7939,
3865,BHVN,Return on Capital Employed,,,,0.0,,-1.9458,-1.4555,-2.5366,-0.9991,-0.8886,
3866,BHVN,Return on Tangible Assets,,,,,,-0.9401,-0.2693,-1.0876,-1.1281,-0.5749,
3867,BHVN,Income Quality Ratio,,,,0.7455,0.8183,0.7136,0.6401,0.6821,0.522,0.8127,
3868,BHVN,Net Income per EBT,,,,,,1.0008,0.9989,1.0064,1.0008,1.0034,
3869,BHVN,Free Cash Flow to Operating Cash Flow Ratio,,,,1.0057,1.0211,1.0067,1.0355,1.0064,1.138,1.0092,
3870,BHVN,EBT to EBIT Ratio,,,,,,0.9765,1.0,0.8364,0.9976,1.0,
3871,BHVN,EBIT to Revenue,,,,,,-inf,-inf,-0.5491,-inf,-inf,
3872,BIGC,Gross Margin,,,,,0.7612,0.7589,0.776,0.7795,0.7492,0.7216,
3873,BIGC,Operating Margin,,,,,-0.4134,-0.3656,-0.254,-0.2394,-0.3512,-0.1802,
3874,BIGC,Net Profit Margin,,,,,-0.4232,-0.3799,-0.2465,-0.3488,-0.5014,-0.209,
3875,BIGC,Interest Coverage Ratio,,,,,-24.2686,-23.8325,-11.477,-183.0433,-30.6213,-15.0059,
3876,BIGC,Income Before Tax Profit Margin,,,,,-0.4231,-0.3797,-0.2463,-0.3489,-0.4996,-0.209,
3877,BIGC,Effective Tax Rate,,,,,-0.0003,-0.0007,-0.0007,0.0004,-0.0036,-0.1904,
3878,BIGC,Return on Assets,,,,,,-0.7396,-0.2258,-0.1843,-0.2718,-0.1409,
3879,BIGC,Return on Equity,,,,,,0.1817,1.8528,-0.4319,-1.5212,-1.8165,
3880,BIGC,Return on Invested Capital,,,,,,0.2212,-1.4309,-0.2132,-0.3171,-0.1676,
3881,BIGC,Return on Capital Employed,,,,,-1.1879,-1.8488,-0.1492,-0.1552,-0.3456,-0.1325,
3882,BIGC,Return on Tangible Assets,,,,,,-0.1218,-0.1064,-0.1141,-0.1444,-0.0711,
3883,BIGC,Income Quality Ratio,,,,,0.7868,0.9385,0.7063,0.5256,0.6386,0.3749,
3884,BIGC,Net Income per EBT,,,,,1.0003,1.0007,1.0007,0.9996,1.0036,1.2352,
3885,BIGC,Free Cash Flow to Operating Cash Flow Ratio,,,,,1.1087,1.1396,1.074,1.082,1.0581,1.1724,
3886,BIGC,EBT to EBIT Ratio,,,,,1.0398,1.0394,1.0901,1.0033,1.0207,1.0583,
3887,BIGC,EBIT to Revenue,,,,,-0.4069,-0.3653,-0.226,-0.3478,-0.4895,-0.1599,
3888,BIPC,Gross Margin,,,0.7435,0.8526,0.8488,0.8493,0.8294,0.6799,0.7126,0.6892,
3889,BIPC,Operating Margin,,,0.4179,0.3432,0.3607,0.6133,0.2182,0.378,1.2391,0.6624,
3890,BIPC,Net Profit Margin,,,0.1297,0.1565,0.1294,0.3521,-0.1622,0.0164,0.8584,0.0435,
3891,BIPC,Interest Coverage Ratio,,,inf,10.2318,6.8168,8.3856,2.8502,2.9079,4.6685,2.9024,
3892,BIPC,Income Before Tax Profit Margin,,,0.1643,0.5692,0.5221,0.5201,0.0259,0.2629,0.9973,0.3971,
3893,BIPC,Effective Tax Rate,,,0.2105,0.2337,0.2871,0.323,7.2703,0.9375,0.1393,0.3702,
3894,BIPC,Return on Assets,,,,,0.021,0.0597,-0.0242,0.0028,0.1598,0.0065,
3895,BIPC,Return on Equity,,,,,0.047,0.1747,-0.1715,-0.0271,-1.814,0.0602,
3896,BIPC,Return on Invested Capital,,,,,0.1292,0.1242,0.0482,0.0086,0.4978,0.0109,
3897,BIPC,Return on Capital Employed,,,,0.0472,0.0634,0.1066,0.0379,0.1448,0.4079,0.0685,
3898,BIPC,Return on Tangible Assets,,,,,0.0103,0.0286,-0.0109,0.0012,0.0677,0.0031,
3899,BIPC,Income Quality Ratio,,,4.8667,1.7868,1.833,1.9,-3.1466,31.0741,0.5516,9.5405,
3900,BIPC,Net Income per EBT,,,0.7895,0.5405,0.4633,0.677,-6.2703,0.0625,0.8607,0.2285,
3901,BIPC,Free Cash Flow to Operating Cash Flow Ratio,,,-0.6712,0.5951,0.584,0.5701,0.4534,0.5054,0.4166,0.4391,
